AR3,AUSTRALIAN RARE EARTHS LIMITED,0.380
AR9,ARCHTIS LIMITED ,0.135
ARA,ARIADNE AUSTRALIA LIMITED ,0.700
ARB,ARB CORPORATION LIMITED.,28.240
ARC,ARC FUNDS LIMITED ,0.475
ARD,ARGENT MINERALS LIMITED ,0.013
ARE,ARGONAUT RESOURCES NL ,0.003
ARG,ARGO INVESTMENTS LIMITED,8.800
ARL,ARDEA RESOURCES LIMITED ,0.750
ARN,ALDORO RESOURCES LIMITED,0.125
ARO,ASTRO RESOURCES NL,0.004
ARR,AMERICAN RARE EARTHS LIMITED,0.255
ART,AIRTASKER LIMITED ,0.250
ARU,ARAFURA RESOURCES LIMITED ,0.285
ARV,ARTEMIS RESOURCES LIMITED ,0.027
ARX,AROA BIOSURGERY LIMITED ,0.660
AS1,ANGEL SEAFOOD HOLDINGS LTD,0.195
AS2,ASKARI METALS LIMITED ,0.235
ASB,AUSTAL LIMITED,1.800
ASG,AUTOSPORTS GROUP LIMITED. ,1.520
ASH,ASHLEY SERVICES GROUP LIMITED ,0.660
ASM,AUSTRALIAN STRATEGIC MATERIALS LIMITED,3.450
ASN,ANSON RESOURCES LIMITED ,0.095
ASO,ASTON MINERALS LIMITED,0.077
ASP,ASPERMONT LIMITED.,0.018
ASQ,AUSTRALIAN SILICA QUARTZ GROUP LTD,0.049
ASR,ASRA MINERALS LIMITED ,0.028
ASW,ADVANCED SHARE REGISTRY LIMITED ,0.210
ASX,ASX LIMITED ,81.710
AT1,ATOMO DIAGNOSTICS LIMITED ,0.056
ATA,ATTURRA LIMITED ,0.690
ATC,ALTECH CHEMICALS LTD,0.046
ATH,ALTERITY THERAPEUTICS LIMITED ,0.013
ATL,APOLLO TOURISM & LEISURE LTD,0.380
ATM,ANEKA TAMBANG (PERSERO) TBK (PT),1.245
ATP,ATLAS PEARLS LTD,0.034
ATR,ASTRON CORPORATION LIMITED,0.520
ATS,AUSTRALIS OIL & GAS LIMITED ,0.044
ATU,ATRUM COAL LIMITED,0.006
ATV,ACTIVEPORT GROUP LTD,0.078
ATX,AMPLIA THERAPEUTICS LIMITED ,0.096
AU1,THE AGENCY GROUP AUSTRALIA LTD,0.037
AUA,AUDEARA LIMITED ,0.095
AUB,AUB GROUP LIMITED ,17.680
AUC,AUSGOLD LIMITED ,0.046
AUE,AURUM RESOURCES LIMITED ,0.125
AUH,AUSTCHINA HOLDINGS LIMITED,0.006
AUI,AUSTRALIAN UNITED INVESTMENT COMPANY LIMITED,9.380
AUK,AUMAKE LIMITED. ,0.005
AUN,AURUMIN LIMITED ,0.115
AUQ,ALARA RESOURCES LIMITED ,0.044
AUR,AURIS MINERALS LIMITED,0.017
AUT,AUTECO MINERALS LTD ,0.043
AUZ,AUSTRALIAN MINES LIMITED,0.060
AV1,ADVERITAS LIMITED ,0.065
AVA,AVA RISK GROUP LIMITED,0.180
AVC,AUCTUS INVESTMENT GROUP LIMITED ,1.060
AVD,AVADA GROUP LIMITED ,0.745
AVE,AVECHO BIOTECHNOLOGY LIMITED,0.013
AVG,AUSTRALIAN VINTAGE LTD,0.680
AVH,AVITA MEDICAL INC.,1.390
AVJ,AVJENNINGS LIMITED,0.450
AVL,AUSTRALIAN VANADIUM LIMITED ,0.032
AVM,ADVANCE METALS LIMITED,0.008
AVR,ANTERIS TECHNOLOGIES LTD,28.800
AVW,AVIRA RESOURCES LTD ,0.003
AVZ,AVZ MINERALS LIMITED,0.780
AW1,AMERICAN WEST METALS LIMITED,0.145
AWC,ALUMINA LIMITED ,1.465
AWJ,AURIC MINING LIMITED,0.064
AWV,ANOVA METALS LIMITED,0.009
AX1,ACCENT GROUP LIMITED,1.240
AX8,ACCELERATE RESOURCES LIMITED,0.031
AXE,ARCHER MATERIALS LIMITED,0.550
AXI,AXIOM PROPERTIES LIMITED,0.060
AXP,AXP ENERGY LIMITED,0.004
AYA,ARTRYA LIMITED,0.650
AYI,A1 INVESTMENTS & RESOURCES LTD,0.001
AYM,AUSTRALIA UNITED MINING LIMITED ,0.005
AYT,AUSTIN METALS LIMITED ,0.008
AZI,ALTAMIN LIMITED ,0.096
AZJ,AURIZON HOLDINGS LIMITED,3.800
AZL,ARIZONA LITHIUM LIMITED ,0.082
AZS,AZURE MINERALS LIMITED,0.180
AZY,ANTIPA MINERALS LIMITED ,0.032
B4P,BEFOREPAY GROUP LIMITED ,0.225
BAP,BAPCOR LIMITED,6.080
BAS,BASS OIL LIMITED,0.041
BAT,BATTERY MINERALS LIMITED,0.004
BBC,BNK BANKING CORPORATION LIMITED ,0.960
BBL,BRISBANE BRONCOS LIMITED,1.000
BBN,BABY BUNTING GROUP LIMITED,4.080
BBT,BLUEBET HOLDINGS LTD,0.500
BBX,BBX MINERALS LIMITED,0.095
BC8,BLACK CAT SYNDICATE LIMITED ,0.300
BCA,BLACK CANYON LIMITED,0.230
BCB,BOWEN COKING COAL LIMITED ,0.245
BCC,BEAM COMMUNICATIONS HOLDINGS LIMITED,0.200
BCI,BCI MINERALS LIMITED,0.265
BCK,BROCKMAN MINING LIMITED ,0.034
BCN,BEACON MINERALS LIMITED ,0.027
BCT,BLUECHIIP LIMITED ,0.027
BDG,BLACK DRAGON GOLD CORP. ,0.040
BDM,BURGUNDY DIAMOND MINES LIMITED,0.140
BDT,BIRDDOG TECHNOLOGY LIMITED,0.140
BDX,BCAL DIAGNOSTICS LIMITED,0.080
BEE,BROO LTD,0.009
BEL,BENTLEY CAPITAL LIMITED ,0.062
BEM,BLACKEARTH MINERALS NL,0.074
BEN,BENDIGO AND ADELAIDE BANK LIMITED ,9.070
BET,BETMAKERS TECHNOLOGY GROUP LTD,0.340
BEX,BIKEEXCHANGE LIMITED,0.030
BEZ,BESRA GOLD INC. ,0.047
BFC,BESTON GLOBAL FOOD COMPANY LIMITED,0.079
BFG,BELL FINANCIAL GROUP LIMITED,0.965
BFL,BSP FINANCIAL GROUP LIMITED ,4.950
BGA,BEGA CHEESE LIMITED ,3.820
BGD,BARTON GOLD HOLDINGS LIMITED,0.190
BGL,BELLEVUE GOLD LIMITED ,0.640
BGP,BRISCOE GROUP AUSTRALASIA LIMITED ,5.000
BGT,BIO-GENE TECHNOLOGY LTD ,0.130
BHD,BENJAMIN HORNIGOLD LIMITED,0.220
BHP,BHP GROUP LIMITED ,41.250
BID,BILL IDENTITY LIMITED ,0.057
BIM,BINDI METALS LIMITED,0.165
BIO,BIOME AUSTRALIA LIMITED ,0.076
BIQ,BUILDINGIQ INC,0.013
BIR,BIR FINANCIAL LIMITED ,0.030
BIS,BISALLOY STEEL GROUP LIMITED,1.690
BIT,BIOTRON LIMITED ,0.061
BKG,BOOKTOPIA GROUP LIMITED ,0.225
BKI,BKI INVESTMENT COMPANY LIMITED,1.660
BKL,BLACKMORES LIMITED,70.400
BKT,BLACK ROCK MINING LIMITED ,0.145
BKW,BRICKWORKS LIMITED,18.540
BKY,BERKELEY ENERGIA LIMITED,0.355
BLD,BORAL LIMITED.,2.590
BLG,BLUGLASS LIMITED,0.026
BLU,BLUE ENERGY LIMITED.,0.070
BLX,BEACON LIGHTING GROUP LIMITED ,1.785
BLY,BOART LONGYEAR GROUP LTD,2.200
BLZ,BLAZE MINERALS LIMITED,0.018
BME,BLACK MOUNTAIN ENERGY LTD ,0.080
BMG,BMG RESOURCES LIMITED ,0.032
BMH,BAUMART HOLDINGS LIMITED,0.190
BML,BOAB METALS LIMITED ,0.170
BMM,BALKAN MINING AND MINERALS LIMITED,0.165
BMN,BANNERMAN ENERGY LTD,0.170
BMO,BASTION MINERALS LIMITED,0.145
BMR,BALLYMORE RESOURCES LIMITED ,0.190
BMT,BEAMTREE HOLDINGS LIMITED ,0.295
BNL,BLUE STAR HELIUM LIMITED,0.029
BNO,BIONOMICS LIMITED ,0.050
BNR,BULLETIN RESOURCES LIMITED,0.105
BNZ,BENZ MINING CORP. ,0.440
BOA,BOADICEA RESOURCES LIMITED,0.125
BOC,BOUGAINVILLE COPPER LIMITED ,0.330
BOD,BOD AUSTRALIA LIMITED.,0.070
BOE,BOSS ENERGY LTD ,1.770
BOL,BOOM LOGISTICS LIMITED,0.150
BOQ,BANK OF QUEENSLAND LIMITED. ,6.670
BOT,BOTANIX PHARMACEUTICALS LTD ,0.057
BPH,BPH ENERGY LTD,0.011
BPM,BPM MINERALS LIMITED,0.155
BPP,BABYLON PUMP & POWER LIMITED,0.005
BPPN,BABYLON PUMP & POWER LIMITED,-
BPT,BEACH ENERGY LIMITED,1.725
BRB,BREAKER RESOURCES NL,0.190
BRG,BREVILLE GROUP LIMITED,17.990
BRI,BIG RIVER INDUSTRIES LIMITED,2.120
BRK,BROOKSIDE ENERGY LIMITED,0.017
BRKNA,BROOKSIDE ENERGY LIMITED,-
BRL,BATHURST RESOURCES LIMITED. ,1.075
BRN,BRAINCHIP HOLDINGS LTD,0.800
BRU,BURU ENERGY LIMITED ,0.135
BRV,BIG RIVER GOLD LTD,0.345
BRVNB,BIG RIVER GOLD LTD,-
BRX,BELARAROX LIMITED ,0.355
BSA,BSA LIMITED ,0.069
BSE,BASE RESOURCES LIMITED,0.280
BSL,BLUESCOPE STEEL LIMITED ,15.900
BST,BEST & LESS GROUP HOLDINGS LTD,2.230
BSX,BLACKSTONE MINERALS LIMITED ,0.180
BTC,BTC HEALTH LTD,0.039
BTH,BIGTINCAN HOLDINGS LIMITED,0.500
BTI,BAILADOR TECHNOLOGY INVESTMENTS LIMITED ,1.445
BTN,BUTN LIMITED,0.100
BTR,BRIGHTSTAR RESOURCES LIMITED,0.018
BUB,BUBS AUSTRALIA LIMITED,0.605
BUD,BUDDY TECHNOLOGIES LTD,0.006
BUR,BURLEY MINERALS LTD ,0.085
BUX,BUXTON RESOURCES LIMITED,0.069
BUY,BOUNTY OIL & GAS NL ,0.007
BVR,BELLAVISTA RESOURCES LTD,0.220
BVS,BRAVURA SOLUTIONS LIMITED.,1.415
BWF,BLACKWALL LIMITED ,0.675
BWX,BWX LIMITED ,0.640
BXB,BRAMBLES LIMITED,10.710
BXN,BIOXYNE LIMITED ,0.012
BYE,BYRON ENERGY LIMITED,0.170
BYH,BRYAH RESOURCES LIMITED ,0.030
BYI,BEYOND INTERNATIONAL LIMITED,0.450
C1X,COSMOS EXPLORATION LIMITED,0.110
C29,C29 METALS LIMITED,0.110
C6C,COPPER MOUNTAIN MINING CORPORATION,2.040
C79,CHRYSOS CORPORATION LIMITED ,3.580
CAA,CAPRAL LIMITED,7.950
CAD,CAENEUS MINERALS LTD,0.006
CAE,CANNINDAH RESOURCES LIMITED ,0.185
CAF,CENTREPOINT ALLIANCE LIMITED,0.290
CAG,CAPE RANGE LTD,0.220
CAI,CALIDUS RESOURCES LIMITED ,0.595
CAJ,CAPITOL HEALTH LIMITED,0.280
CAM,CLIME CAPITAL LIMITED ,0.820
CAN,CANN GROUP LIMITED,0.275
CAQ,CAQ HOLDINGS LIMITED,0.013
CAR,CARSALES.COM LIMITED. ,18.390
CAT,CATAPULT GROUP INTERNATIONAL LTD,0.825
CAU,CRONOS AUSTRALIA LIMITED,0.250
CAV,CARNAVALE RESOURCES LIMITED ,0.007
CAY,CANYON RESOURCES LIMITED,0.044
CAZ,CAZALY RESOURCES LIMITED,0.037
CBA,COMMONWEALTH BANK OF AUSTRALIA. ,90.380
CBE,COBRE LIMITED ,0.026
CBL,CONTROL BIONICS LIMITED ,0.225
CBO,COBRAM ESTATE OLIVES LIMITED,1.460
CBR,CARBON REVOLUTION LIMITED ,0.295
CBY,CANTERBURY RESOURCES LIMITED,0.043
CCA,CHANGE FINANCIAL LIMITED,0.058
CCE,CARNEGIE CLEAN ENERGY LIMITED ,0.001
CCG,COMMS GROUP LTD ,0.077
CCP,CREDIT CORP GROUP LIMITED ,20.280
CCR,CREDIT CLEAR LIMITED,0.335
CCV,CASH CONVERTERS INTERNATIONAL ,0.230
CCX,CITY CHIC COLLECTIVE LIMITED,1.830
CCZ,CASTILLO COPPER LIMITED ,0.010
CDA,CODAN LIMITED ,6.960
CDD,CARDNO LIMITED,1.610
CDM,CADENCE CAPITAL LIMITED ,0.845
CDO,CADENCE OPPORTUNITIES FUND LIMITED. ,2.400
CDR,CODRUS MINERALS LIMITED ,0.066
CDT,CASTLE MINERALS LIMITED ,0.022
CDX,CARDIEX LIMITED ,0.310
CE1,CALIMA ENERGY LIMITED ,0.170
CEL,CHALLENGER EXPLORATION LIMITED,0.185
CEN,CONTACT ENERGY LIMITED,6.650
CF1,COMPLII FINTECH SOLUTIONS LTD ,0.080
CFO,CFOAM LIMITED ,0.003
CG1,CARBONXT GROUP LIMITED,0.175
CGA,CONTANGO ASSET MANAGEMENT LIMITED ,0.490
CGB,CANN GLOBAL LIMITED ,0.020
CGC,COSTA GROUP HOLDINGS LIMITED,2.860
CGF,CHALLENGER LIMITED,6.840
CGN,CRATER GOLD MINING LIMITED,0.017
CGO,CPT GLOBAL LIMITED,0.370
CGS,COGSTATE LTD,1.525
CHK,COHIBA MINERALS LIMITED ,0.007
CHL,CAMPLIFY HOLDINGS LIMITED ,1.710
CHM,CHIMERIC THERAPEUTICS LIMITED ,0.092
CHN,CHALICE MINING LIMITED,3.780
CHR,CHARGER METALS NL ,0.345
CHZ,CHESSER RESOURCES LIMITED ,0.084
CI1,CREDIT INTELLIGENCE LTD ,0.097
CIA,CHAMPION IRON LIMITED ,5.390
CII,CI RESOURCES LIMITED,1.320
CIN,CARLTON INVESTMENTS LIMITED ,28.350
CIO,CONNECTED IO LIMITED,0.017
CIW,CLIME INVESTMENT MANAGEMENT LTD ,0.505
CKA,COKAL LIMITED ,0.140
CKF,COLLINS FOODS LIMITED ,9.910
CL8,CARLY HOLDINGS LIMITED,0.033
CLA,CELSIUS RESOURCES LIMITED.,0.012
CLB,CANDY CLUB HOLDINGS LIMITED ,0.065
CLE,CYCLONE METALS LIMITED,0.003
CLG,CLOSE THE LOOP LTD. ,0.405
CLH,COLLECTION HOUSE LIMITED,0.068
CLT,CELLNET GROUP LIMITED ,0.026
CLU,CLUEY LTD ,0.600
CLV,CLOVER CORPORATION LIMITED,0.995
CLX,CTI LOGISTICS LIMITED ,0.990
CLZ,CLASSIC MINERALS LTD,0.001
CM8,CROWD MEDIA HOLDINGS LIMITED,0.019
CMD,CASSIUS MINING LIMITED,0.022
CML,CHASE MINING CORPORATION LIMITED,0.013
CMM,CAPRICORN METALS LTD,3.130
CMO,COSMO METALS LIMITED,0.150
CMP,COMPUMEDICS LIMITED ,0.155
CMX,CHEMX MATERIALS LIMITED ,0.135
CNB,CARNABY RESOURCES LIMITED ,0.900
CNJ,CONICO LTD,0.021
CNQ,CLEAN TEQ WATER LIMITED ,0.415
CNR,CANNON RESOURCES LIMITED,0.340
CNU,CHORUS LIMITED,6.420
CNW,CIRRUS NETWORKS HOLDINGS LIMITED,0.026
COB,COBALT BLUE HOLDINGS LIMITED,0.620
COD,CODA MINERALS LTD ,0.260
COE,COOPER ENERGY LIMITED ,0.245
COG,COG FINANCIAL SERVICES LIMITED,1.580
COH,COCHLEAR LIMITED,198.700
COI,COMET RIDGE LIMITED ,0.170
COL,COLES GROUP LIMITED.,17.810
COO,CORUM GROUP LIMITED ,0.034
COS,COSOL LIMITED ,0.555
COY,COPPERMOLY LIMITED,0.010
CPH,CRESO PHARMA LIMITED,0.035
CPM,COOPER METALS LIMITED ,0.380
CPN,CASPIN RESOURCES LIMITED,0.380
CPO,CULPEO MINERALS LIMITED ,0.220
CPT,CIPHERPOINT LIMITED ,0.018
CPU,COMPUTERSHARE LIMITED.,24.640
CPV,CLEARVUE TECHNOLOGIES LIMITED ,0.200
CR1,CONSTELLATION RESOURCES LIMITED ,0.140
CR9,CORELLA RESOURCES LTD ,0.046
CRB,CARBINE RESOURCES LIMITED ,0.015
CRL,COMET RESOURCES LIMITED ,0.022
CRM,CARBON MINERALS LIMITED ,0.310
CRN,CORONADO GLOBAL RESOURCES INC.,1.655
CRR,CRITICAL RESOURCES LIMITED,0.043
CRS,CAPRICE RESOURCES LTD ,0.085
CSE,COPPER STRIKE LIMITED ,0.115
CSF,CATALANO SEAFOOD LTD,0.190
CSL,CSL LIMITED ,269.060
CSR,CSR LIMITED ,4.060
CSS,CLEAN SEAS SEAFOOD LIMITED,0.520
CST,CASTILE RESOURCES LTD ,0.145
CSX,CLEANSPACE HOLDINGS LIMITED ,0.740
CT1,CONSTELLATION TECHNOLOGIES LIMITED,0.005
CTD,CORPORATE TRAVEL MANAGEMENT LIMITED ,18.520
CTE,CRYOSITE LIMITED,0.640
CTM,CENTAURUS METALS LIMITED,0.925
CTO,CITIGOLD CORPORATION LIMITED,0.005
CTP,CENTRAL PETROLEUM LIMITED ,0.110
CTQ,CARETEQ LIMITED ,0.079
CTT,CETTIRE LIMITED ,0.380
CTV,COLORTV LIMITED ,0.005
CU6,CLARITY PHARMACEUTICALS LTD ,0.510
CUE,CUE ENERGY RESOURCES LIMITED,0.065
CUF,CUFE LTD,0.018
CUL,CULLEN RESOURCES LIMITED,0.012
CUP,COUNTPLUS LIMITED ,0.720
CUS,COPPER SEARCH LIMITED ,0.175
CUV,CLINUVEL PHARMACEUTICALS LIMITED,14.850
CV1,CV CHECK LTD,0.095
CVC,CVC LIMITED ,2.330
CVL,CIVMEC LIMITED,0.600
CVN,CARNARVON ENERGY LIMITED,0.195
CVR,CAVALIER RESOURCES LIMITED,0.205
CVV,CARAVEL MINERALS LIMITED,0.180
CVW,CLEARVIEW WEALTH LIMITED,0.680
CWL,CONSOLIDATED FINANCIAL HOLDINGS LIMITED ,0.037
CWN,CROWN RESORTS LIMITED ,13.090
CWP,CEDAR WOODS PROPERTIES LIMITED,3.680
CWX,CARAWINE RESOURCES LIMITED,0.081
CWY,CLEANAWAY WASTE MANAGEMENT LIMITED,2.520
CXL,CALIX LIMITED ,6.120
CXM,CENTREX LIMITED ,0.150
CXO,CORE LITHIUM LTD,0.955
CXU,CAULDRON ENERGY LIMITED ,0.007
CXX,CRADLE RESOURCES LIMITED,0.041
CXZ,CONNEXION TELEMATICS LTD,0.010
CY5,CYGNUS GOLD LIMITED ,0.155
CYC,CYCLOPHARM LIMITED,1.015
CYG,COVENTRY GROUP LIMITED,1.325
CYL,CATALYST METALS LIMITED ,1.200
CYM,CYPRIUM METALS LIMITED,0.110
CYP,CYNATA THERAPEUTICS LIMITED ,0.360
CYQ,CYCLIQ GROUP LTD,0.010
CZL,CONSOLIDATED ZINC LIMITED ,0.017
CZN,CORAZON MINING LIMITED,0.018
CZR,CZR RESOURCES LTD ,0.015
D2O,DUXTON WATER LIMITED,1.690
DAF,DISCOVERY ALASKA LIMITED,0.053
DAL,DALAROO METALS LTD,0.087
DBF,DUXTON FARMS LTD,1.785
DBO,DIABLO RESOURCES LIMITED,0.055
DC2,DC TWO LIMITED,0.048
